job_id,cluster,model,dataset,world_size,submitted_ts,started_ts,end_ts,queued_sec,jct_sec,status
job-59e212d4ea96,clusterB,DistilBERT,SST-2,2,1763205705.4938352,1763205788.2958655,1763212179.912079,82.80203032493591,6391.616213560104,completed
job-9f3f2c4da572,clusterB,DeepSpeech2,ARCTIC,4,1763210010.3180158,1763212180.767397,,2170.4493811130524,,running
job-9f3f2c4da572,clusterB,DeepSpeech2,ARCTIC,4,1763210010.3180158,1763212180.767397,1763212298.383592,2170.4493811130524,117.6161949634552,completed
job-f4863aac586a,clusterB,DistilBERT,SST-2,2,1763211421.7765813,1763212298.9427257,,877.1661443710327,,running
job-8dc9ccf2d898,clusterB,DenseNet-121,TinyImageNet,1,1763212147.0955975,1763212298.9650621,,151.869464635849,,running
job-c82d5e06417e,clusterB,DistilBERT,SST-2,1,1763212695.0900877,1763212695.4050267,,0.314939022064209,,running
job-c82d5e06417e,clusterB,DistilBERT,SST-2,1,1763212695.0900877,1763212695.4050267,1763215990.9024153,0.314939022064209,3295.497388601303,completed
job-545ee5bcf8ed,clusterB,DeepSpeech2,ARCTIC,1,1763213098.4026713,1763215991.087559,,2892.684887647629,,running
job-545ee5bcf8ed,clusterB,DeepSpeech2,ARCTIC,1,1763213098.4026713,1763215991.087559,1763216170.991645,2892.684887647629,179.90408611297607,completed
job-6df23de06c03,clusterA,DenseNet-121,TinyImageNet,2,1763209357.5558436,1763210253.5431736,1763216385.53421,895.9873299598694,6131.9910364151,completed
job-1a995440a873,clusterA,ResNet-18,CIFAR-100,2,1763213158.0311296,1763216386.5765948,,3228.5454652309418,,running
job-46ac7b51efbb,clusterB,DenseNet-121,TinyImageNet,1,1763213229.7383914,1763216386.6057785,,3156.8673870563507,,running
job-1a995440a873,clusterA,ResNet-18,CIFAR-100,2,1763213158.0311296,1763216386.5765948,1763217791.9291623,3228.5454652309418,1405.352567434311,completed
job-0c8f639de211,clusterA,ResNet-50,CIFAR-10,2,1763213272.852126,1763217792.1991274,,4519.347001552582,,running
job-0c8f639de211,clusterA,ResNet-50,CIFAR-10,2,1763213272.852126,1763217792.1991274,1763219321.3727903,4519.347001552582,1529.1736629009247,completed
job-878ff60ee980,clusterA,ResNet-18,CIFAR-100,2,1763213928.8254778,1763219321.940701,,5393.115223169327,,running
job-878ff60ee980,clusterA,ResNet-18,CIFAR-100,2,1763213928.8254778,1763219321.940701,1763220134.2722056,5393.115223169327,812.3315045833588,completed
job-577968afae83,clusterA,EfficientNetV2-S,MNIST,1,1763213941.1041007,1763220134.8485305,,6193.744429826736,,running
job-577968afae83,clusterA,EfficientNetV2-S,MNIST,1,1763213941.1041007,1763220134.8485305,1763220144.2983005,6193.744429826736,9.449769973754883,completed
job-f3ed16e451d2,clusterA,DistilBERT,SST-2,2,1763206095.0991056,1763207140.832048,1763221165.3747597,1045.7329423427582,14024.542711734772,completed
job-54f6edff31b2,clusterA,DeepSpeech2,ARCTIC,4,1763214309.7259018,1763221166.10613,,6856.3802280426025,,running
job-54f6edff31b2,clusterA,DeepSpeech2,ARCTIC,4,1763214309.7259018,1763221166.10613,1763221169.042137,6856.3802280426025,2.936007022857666,completed
job-d53b2b9e14ee,clusterA,DistilBERT,SST-2,2,1763214316.327132,1763221169.1467075,,6852.819575548172,,running
job-76bd33915898,clusterA,DeepSpeech2,ARCTIC,1,1763214325.546419,1763221169.1675215,,6843.621102571487,,running
job-76bd33915898,clusterA,DeepSpeech2,ARCTIC,1,1763214325.546419,1763221169.1675215,1763221175.347486,6843.621102571487,6.179964542388916,completed
job-a83b06c9736a,clusterA,DistilBERT,SST-2,2,1763214918.3134096,1763221176.212993,,6257.899583339691,,running
job-8dc9ccf2d898,clusterB,DenseNet-121,TinyImageNet,1,1763212147.0955975,1763212298.9650621,1763224370.908861,151.869464635849,12071.943798780441,completed
job-f4863aac586a,clusterB,DistilBERT,SST-2,2,1763211421.7765813,1763212298.9427257,1763224560.3302808,877.1661443710327,12261.387555122375,completed
job-970614c0f292,clusterB,ResNet-50,CIFAR-10,2,1763216199.8550112,1763224561.1354978,,8361.28048658371,,running
job-5b55baea5c63,clusterB,DistilBERT,SST-2,1,1763216347.9820838,1763224561.1724586,,8213.190374851227,,running
job-d53b2b9e14ee,clusterA,DistilBERT,SST-2,2,1763214316.327132,1763221169.1467075,1763224962.356202,6852.819575548172,3793.2094943523407,completed
job-f3225a8b6de1,clusterA,ResNet-18,CIFAR-100,1,1763216869.5404744,1763224962.6619544,,8093.121479988098,,running
job-963ddce14745,clusterA,DistilBERT,SST-2,1,1763216930.7829158,1763224962.6829402,,8031.9000244140625,,running
job-f3225a8b6de1,clusterA,ResNet-18,CIFAR-100,1,1763216869.5404744,1763224962.6619544,1763225843.7301173,8093.121479988098,881.0681629180908,completed
job-970614c0f292,clusterB,ResNet-50,CIFAR-10,2,1763216199.8550112,1763224561.1354978,1763225944.068156,8361.28048658371,1382.9326581954956,completed
job-5b55baea5c63,clusterB,DistilBERT,SST-2,1,1763216347.9820838,1763224561.1724586,1763226551.8869424,8213.190374851227,1990.7144837379456,completed
job-963ddce14745,clusterA,DistilBERT,SST-2,1,1763216930.7829158,1763224962.6829402,1763228121.7079258,8031.9000244140625,3159.024985551834,completed
job-46ac7b51efbb,clusterB,DenseNet-121,TinyImageNet,1,1763213229.7383914,1763216386.6057785,1763228550.4088933,3156.8673870563507,12163.803114891052,completed
job-a83b06c9736a,clusterA,DistilBERT,SST-2,2,1763214918.3134096,1763221176.212993,1763228632.7397096,6257.899583339691,7456.526716709137,completed
